"","user_id","song_id","listen_count"
"76706","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SOKDDXH12A8C1409E5",1
"76707","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SOLFXKT12AB017E3E0",2
"76708","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SOLJVRA12A8AE459E5",1
"76709","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SONHVVE12AB018D038",1
"76710","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SOPFUEQ12A8C13BDD4",2
"76711","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SOPQBHI12A58A777F6",1
"76712","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SOPXKYD12A6D4FA876",1
"76713","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SOPXKYD12A6D4FA876",1
"76714","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SOQIQZU12A6D4FB8B5",4
"76715","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SOUBZPQ12A8C13629D",1
"76716","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SOUKJBT12A6701C4D6",1
"76717","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SOVHFMK12A679AE565",3
"76718","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SOWEJXA12A6701C574",1
"76719","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SOXFPND12AB017C9D1",6
"76720","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SOXTGXZ12A6D4F9795",2
"76721","6e5fb193ea8f41b22366d365f70fa9effe1053dc","SOYHYDT12A8AE495F8",2
"80916","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SOAEYBP12AB0184573",2
"80917","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SOBOAFP12A8C131F36",2
"80918","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SODPUCX12A8C136EAC",5
"80919","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SOHIEDO12AB018C687",2
"80920","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SOJSAWE12A58A7F76E",4
"80921","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SOKHHXJ12AF72A5325",6
"80922","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SOMVGJL12AC3DF6F61",6
"80923","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SONHBWX12A8C136EB6",5
"80924","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SONMVKD12A6D4F6D10",2
"80925","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SOOSFVL12AB018253F",3
"80926","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SOQDJPZ12AB017A896",3
"80927","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SORTDSD12A6D4F798B",2
"80928","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SOSZJFV12AB01878CB",1
"80929","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SOTVJEN12A8C13B064",1
"80930","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SOUVGJL12AB017FC35",2
"80931","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SOUVGVC12A58A79ED8",1
"80932","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SOVGLTY12AF72A39CD",2
"80933","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SOWRERA12A8C136EAE",7
"80934","1b9670260caf9a78cc66b9c2108b66e3689fa94d","SOYXXHN12A8C136EBB",4
"91832","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOAJVOL12AAF3B25E6",1
"91833","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOBABSR12A58A7AD93",1
"91834","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SODJKMC12A8C137EC0",1
"91835","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SODRJZO12AC4684FF6",1
"91836","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOERYLG12A6701F07F",1
"91837","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOFQCFJ12AB01816E8",1
"91838","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOFSWLA12A8C13B231",1
"91839","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOGCDYR12AC961854A",1
"91840","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOGTQNI12AB0184A5C",1
"91841","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOGVQBT12AB018D669",1
"91842","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOJJKTR12A6701F083",1
"91843","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOLFXKT12AB017E3E0",1
"91844","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SONQBUB12A6D4F8ED0",1
"91845","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SONQBUB12A6D4F8ED0",1
"91846","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOPCVQE12AC468AF36",1
"91847","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOQHKMJ12A6D4F715E",1
"91848","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOQLHST12AB0184A27",1
"91849","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOSPXWA12AB0181875",2
"91850","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOSPXWA12AB0181875",2
"91851","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOTRBHF12A8C142F20",1
"91852","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOUMOMJ12A6701DFDC",1
"91853","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOVRBAR12A6D4F7006",1
"91854","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOWGXHV12A6D4F7008",1
"91855","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOYIGCO12AB01816DD",1
"91856","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOYIJIL12A6701F1C1",1
"91857","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOZRNFS12AF72A3EB5",1
"91858","6c2b180c39ea083e751bc501ec71b70f8a27c3cf","SOZRNFS12AF72A3EB5",1
"108458","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOAATHE12A8C13ADD6",8
"108459","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOAEPVF12A8C13722D",2
"108460","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOARUPP12AB01842E0",1
"108461","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOAXGDH12A8C13F8A1",1
"108462","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOCJWZY12A67021D18",1
"108463","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOCNPTC12A8C144911",1
"108464","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SODUGQV12AF72A6803",2
"108465","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOEGIYH12A6D4FC0E3",3
"108466","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOFAFXU12A8C141523",3
"108467","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOFEVTB12A8C14075F",1
"108468","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOFRQTD12A81C233C0",1
"108469","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOHFJAQ12AB017E4AF",2
"108470","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOHFNKO12AB017C772",3
"108471","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOHRQFL12A6D4F3C8A",1
"108472","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOIHGNU12A58A7AFD7",2
"108473","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOILFUU12AB017C75F",1
"108474","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOJGZXL12A6D4F2980",2
"108475","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOJTLHS12A8C13F633",1
"108476","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOKUPAO12AB018D576",1
"108477","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOKVZHI12A58A7A13E",1
"108478","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOMDLES12A58A783A9",1
"108479","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOMTXSB12AF72ACC38",2
"108480","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SONIQRE12AF72A2B02",1
"108481","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SONIQRE12AF72A2B02",1
"108482","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SONTIBS12A6D4F9CFE",1
"108483","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SONUEHX12AB017DB2C",4
"108484","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SONYKOW12AB01849C9",3
"108485","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOOFYTN12A6D4F9B35",1
"108486","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOOVTGJ12A8C13FD10",1
"108487","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOOWVNN12A8C140775",2
"108488","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOPAYPV12AB017DB0C",3
"108489","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOPJXQA12A6701D925",1
"108490","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SORAGYH12AAA15FD76",5
"108491","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SORNWVM12AF72A14ED",3
"108492","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOSJUVL12A6D4F86EF",2
"108493","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOSZJFV12AB01878CB",1
"108494","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOTEGWG12AB01897AC",2
"108495","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOTWCDE12AB018909C",1
"108496","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOTWSXL12A8C143349",1
"108497","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOTWSXL12A8C143349",1
"108498","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOUCBEB12A6310E1F9",1
"108499","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOUIYDY12A8C141517",5
"108500","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOUSZSW12AB01800C2",7
"108501","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOUVTSM12AC468F6A7",2
"108502","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOVYLLS12A8C141AE3",1
"108503","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOYELXR12A8C14153A",1
"108504","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOZCDWG12A6D4F81E1",17
"108505","2aa7cc8d45a659504765ee133ec1fdf23653c88f","SOZVCRW12A67ADA0B7",1
"113309","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOAFTRR12AF72A8D4D",4
"113310","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOAKMDU12A8C1346A9",1
"113311","3c1921d1401cbe61bf73285e0db877141e3d4e69","SODGVGW12AC9075A8D",9
"113312","3c1921d1401cbe61bf73285e0db877141e3d4e69","SODGVGW12AC9075A8D",9
"113313","3c1921d1401cbe61bf73285e0db877141e3d4e69","SODLLYS12A8C13A96B",3
"113314","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOEGIYH12A6D4FC0E3",1
"113315","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOFKSOJ12A67020919",1
"113316","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOGEKGR12A6D4F81E8",15
"113317","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOIZLKI12A6D4F7B61",3
"113318","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOIZLKI12A6D4F7B61",3
"113319","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOLGLUC12AB018A8FA",27
"113320","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOLZOBD12AB0185720",6
"113321","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOLZOBD12AB0185720",6
"113322","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOMGVYU12A8C1314FF",34
"113323","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOMLYJD12A58A7B155",7
"113324","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOMYXWV12A8C14232E",18
"113325","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOOLYZQ12A6D4FA5B7",1
"113326","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOPQLBY12A6310E992",1
"113327","3c1921d1401cbe61bf73285e0db877141e3d4e69","SORNKQU12A6D4FCDC0",1
"113328","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOSLQQJ12AB017BDCC",4
"113329","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOVDSJC12A58A7A271",28
"113330","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOYGKNI12AB0187E6E",20
"113331","3c1921d1401cbe61bf73285e0db877141e3d4e69","SOYMXMF12A6D4FCDA2",1
"116305","a2482801be04379566b48dccf30791609e4b386b","SOCEGXN12AB018174F",1
"116306","a2482801be04379566b48dccf30791609e4b386b","SODQGBE12A6D4F6BAB",2
"116307","a2482801be04379566b48dccf30791609e4b386b","SOJSKRC12A6D4F7A12",5
"116308","a2482801be04379566b48dccf30791609e4b386b","SOJWFSS12A8C1365FA",17
"116309","a2482801be04379566b48dccf30791609e4b386b","SORENUH12AB0180C8D",1
"116310","a2482801be04379566b48dccf30791609e4b386b","SOUCBEB12A6310E1F9",1
"120170","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOAHEEC12A6BD4DAA4",1
"120171","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOALEQA12A58A77839",1
"120172","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOCKYBP12A8AE48678",1
"120173","95fecf21b28fac9bc744347dc5da3f32d83710f8","SODBVGT12A8C139FB9",1
"120174","95fecf21b28fac9bc744347dc5da3f32d83710f8","SODJANU12AB0188D30",2
"120175","95fecf21b28fac9bc744347dc5da3f32d83710f8","SODMGHY12A8C13E74B",1
"120176","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOECFYD12A81C203CE",1
"120177","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOEVXFV12A8C131196",1
"120178","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOEYEOG12A6D4FD103",5
"120179","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOGCYLZ12AF72A72B6",5
"120180","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOGUFSP12A6702049A",1
"120181","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOHOXQK12A6D4FBF7C",1
"120182","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOIMRIP12A58A7DE64",10
"120183","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOKHPOV12A8C13D641",1
"120184","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOLLGNU12AF72A4D4F",1
"120185","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOLPFNY12A8C134C25",1
"120186","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOMHQEB12AB017F309",2
"120187","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOMQWBH12A8AE44A40",2
"120188","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOMSKVI12AB018E002",1
"120189","95fecf21b28fac9bc744347dc5da3f32d83710f8","SONQBBD12A8AE47D66",4
"120190","95fecf21b28fac9bc744347dc5da3f32d83710f8","SONQBUB12A6D4F8ED0",1
"120191","95fecf21b28fac9bc744347dc5da3f32d83710f8","SONQBUB12A6D4F8ED0",1
"120192","95fecf21b28fac9bc744347dc5da3f32d83710f8","SONUOOC12A8C136211",1
"120193","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOORQUQ12A6D4FAB05",1
"120194","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOPQDHP12A8C1346E2",1
"120195","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOQCVNS12AF72A8286",2
"120196","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOQVHQN12AB018D97D",10
"120197","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOTJCZJ12A58A7E54B",1
"120198","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOWCLBP12A58A7937F",3
"120199","95fecf21b28fac9bc744347dc5da3f32d83710f8","SOXXVSU12A8C133445",2
"122802","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOAJYLI12AB01831B8",15
"122803","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SODABFB12A58A81788",1
"122804","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SODACAF12A8C141FEC",1
"122805","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SODLHCF12A8C13C2DA",1
"122806","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOFOGFW12AB0182251",1
"122807","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOFOKPG12A58A7E768",2
"122808","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOFVGPP12A8C141FA6",1
"122809","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOHZGIA12A8C141FE8",1
"122810","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOIWPAX12AB0181918",2
"122811","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOJNNJQ12AB018697A",29
"122812","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOJOYQG12A8C1443B1",1
"122813","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOLEWHB12AB01831B3",1
"122814","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOLQPSI12AB018223F",1
"122815","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOLVNYY12AB0181D2E",1
"122816","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOMYUPY12A8C13BD15",6
"122817","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SONSYZN12A8C13831C",3
"122818","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOODGZY12A8C141F44",1
"122819","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOPAOQL12AB0186984",1
"122820","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOPQZWR12AB018A761",1
"122821","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOPREHY12AB01815F9",3
"122822","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOQVUMH12AB018A755",2
"122823","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SORKNEQ12AB0182987",1
"122824","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOSDYJH12AF72A179D",2
"122825","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOTASOO12AB018697C",1
"122826","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOTVLQY12A58A798C2",22
"122827","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOUDVLR12AB0186980",2
"122828","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOYDKBT12AB017BD24",7
"122829","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOYGQGR12AF72ABAB8",1
"122830","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOYIQBM12AB01800F0",3
"122831","530dfce4a21010bacaf06d29ebbe6b5208bce3e2","SOYKJTL12AB018609A",1
"173217","99064ffc61ff0c0e720b04e58d05714b761ab334","SODCLQR12A67AE110D",1
"173218","99064ffc61ff0c0e720b04e58d05714b761ab334","SOEWNJA12A67AE110B",2
"173219","99064ffc61ff0c0e720b04e58d05714b761ab334","SOHXATM12AB018145D",2
"173220","99064ffc61ff0c0e720b04e58d05714b761ab334","SOJZDMW12A8151E092",1
"173221","99064ffc61ff0c0e720b04e58d05714b761ab334","SOKUTUM12A6701D9CD",1
"173222","99064ffc61ff0c0e720b04e58d05714b761ab334","SOMAUXP12AB018051D",1
"173223","99064ffc61ff0c0e720b04e58d05714b761ab334","SOMORYX12B0B80908A",1
"173224","99064ffc61ff0c0e720b04e58d05714b761ab334","SOOXZWB12A6D4F50F4",11
"173225","99064ffc61ff0c0e720b04e58d05714b761ab334","SOPTWVT12A8AE48371",2
"173226","99064ffc61ff0c0e720b04e58d05714b761ab334","SORWBIZ12A58A7C70A",1
"173227","99064ffc61ff0c0e720b04e58d05714b761ab334","SOSICRL12A6D4F8B39",2
"173228","99064ffc61ff0c0e720b04e58d05714b761ab334","SOTPDUH12A8C133980",1
"173229","99064ffc61ff0c0e720b04e58d05714b761ab334","SOUHJHQ12A8AE4515B",3
"173230","99064ffc61ff0c0e720b04e58d05714b761ab334","SOVLMUV12AC4686280",1
"185283","5ff1d1deec178a9e13a679c06db1d67443cd196e","SOAUWYT12A81C206F1",16
"185284","5ff1d1deec178a9e13a679c06db1d67443cd196e","SODEGIQ12A6D4FC6E3",3
"185285","5ff1d1deec178a9e13a679c06db1d67443cd196e","SOHFJAQ12AB017E4AF",18
"185286","5ff1d1deec178a9e13a679c06db1d67443cd196e","SOHQFLV12A6D4F863A",6
"185287","5ff1d1deec178a9e13a679c06db1d67443cd196e","SOPLVFB12A8C141022",2
"185288","5ff1d1deec178a9e13a679c06db1d67443cd196e","SOQBMFK12A8C13835B",11
"185289","5ff1d1deec178a9e13a679c06db1d67443cd196e","SOSJUVL12A6D4F86EF",8
"185290","5ff1d1deec178a9e13a679c06db1d67443cd196e","SOUCHPA12AB0184B1A",3
"185291","5ff1d1deec178a9e13a679c06db1d67443cd196e","SOZBZSY12A6D4FA404",1
"199963","74f701119772d8b5875c9d06e91e271a79077e18","SOBAAAB12A6D4F95A5",1
"199964","74f701119772d8b5875c9d06e91e271a79077e18","SOBBCWG12AF72AB9CB",1
"199965","74f701119772d8b5875c9d06e91e271a79077e18","SOBBKGF12A8C1311EE",1
"199966","74f701119772d8b5875c9d06e91e271a79077e18","SOBGPHU12A8C1424E3",2
"199967","74f701119772d8b5875c9d06e91e271a79077e18","SOBIKOJ12A8C14134B",3
"199968","74f701119772d8b5875c9d06e91e271a79077e18","SOBJOSC12A8C137A74",2
"199969","74f701119772d8b5875c9d06e91e271a79077e18","SOBVDHY12A6D4F824E",1
"199970","74f701119772d8b5875c9d06e91e271a79077e18","SOBVKFF12A8C137A79",3
"199971","74f701119772d8b5875c9d06e91e271a79077e18","SOBVXBI12A8C13344D",1
"199972","74f701119772d8b5875c9d06e91e271a79077e18","SOCBNIS12AF72AB9D3",1
"199973","74f701119772d8b5875c9d06e91e271a79077e18","SOCBWRP12A8C1311DB",1
"199974","74f701119772d8b5875c9d06e91e271a79077e18","SOCBXKD12A8C145834",3
"199975","74f701119772d8b5875c9d06e91e271a79077e18","SOCKYBP12A8AE48678",1
"199976","74f701119772d8b5875c9d06e91e271a79077e18","SOCQPKH12A8C142F32",1
"199977","74f701119772d8b5875c9d06e91e271a79077e18","SOCRMJF12A81C22362",1
"199978","74f701119772d8b5875c9d06e91e271a79077e18","SOCZUBU12A8C1311DD",1
"199979","74f701119772d8b5875c9d06e91e271a79077e18","SODEZUP12A6310D7E8",2
"199980","74f701119772d8b5875c9d06e91e271a79077e18","SODWUBY12A6D4F8E8A",2
"199981","74f701119772d8b5875c9d06e91e271a79077e18","SOEPFOG12A8C13345A",1
"199982","74f701119772d8b5875c9d06e91e271a79077e18","SOETHKN12AF72A65A6",1
"199983","74f701119772d8b5875c9d06e91e271a79077e18","SOFAUGZ12A81C22365",1
"199984","74f701119772d8b5875c9d06e91e271a79077e18","SOFKTPP12A8C1385CA",1
"199985","74f701119772d8b5875c9d06e91e271a79077e18","SOFSIKY12AF72A0807",2
"199986","74f701119772d8b5875c9d06e91e271a79077e18","SOGAGGW12A8C144135",1
"199987","74f701119772d8b5875c9d06e91e271a79077e18","SOGEFOF12A81C2235D",1
"199988","74f701119772d8b5875c9d06e91e271a79077e18","SOGELZG12A6D4F865F",2
"199989","74f701119772d8b5875c9d06e91e271a79077e18","SOGNFOD12A6D4F8584",1
"199990","74f701119772d8b5875c9d06e91e271a79077e18","SOHIOMW12B0B808A9B",1
"199991","74f701119772d8b5875c9d06e91e271a79077e18","SOHNGUW12A81C22370",1
"199992","74f701119772d8b5875c9d06e91e271a79077e18","SOHNVHC12A6D4F95AB",1
"199993","74f701119772d8b5875c9d06e91e271a79077e18","SOHPABB12A58A7CFF5",1
"199994","74f701119772d8b5875c9d06e91e271a79077e18","SOHPETF12A8C1311E0",1
