,city,job_title,company_name,location,summary,salary
651,Atlanta+GA,Senior Data Scientist,Honeywell,"Atlanta, GA 30308","The system will ingest machine data from various aircraft systems, maintenance and other operations data including unstructured data, use machine learning and...",
652,Atlanta+GA,Senior Software Developer / Data Scientist,ADP,"Alpharetta, GA","Experience working with large amounts of real data with SQL, R, Python or other statistical packages. At ADP, the world's largest B2B cloud company, our...",
653,Atlanta+GA,Statistician - Risk Analytics,Equifax,"Atlanta, GA","Through our data analytics, customer insights, custom modeling, and consulting services, we deliver the analytics and insights companies need to stay ahead....",
654,Atlanta+GA,Quantitative Finance Analyst,Bank of America,"Atlanta, GA 30308 (Old Fourth Ward area)","Familiarity with SAS, R, a scripting language, and SQL. The position will involve model building and data curation....",
655,Atlanta+GA,"Data Engineer, Python",CapTech Consulting,"Atlanta, GA","Design, develop, document, and test advanced data systems that bring together data from disparate sources, making it available to data scientists, analysts, and...",
656,Atlanta+GA,Data Science Analyst,McKesson,"Alpharetta, GA 30005","By providing critical analytics support, they will work with Technologists, Data Scientists and Data Engineers to develop insights and analytic models to help...",
657,Atlanta+GA,Data Scientist - Web,Liquid Web,"Atlanta, GA 30303 (Five Points area)","Knowledge of web analytics tools, specifically Google Analytics and Google Tag Manager, required, with experience analyzing data from 3rd party providers such...",
658,Atlanta+GA,Data Scientist,Nielsen,"Alpharetta, GA","Data Scientist - 8952. By integrating information from its Watch and Buy segments and other data sources, Nielsen provides its clients with both world-class...",
659,Atlanta+GA,DATA SCIENTIST INTERN (Summer 2018),Cox Automotive,"Atlanta, GA",This project is developing a process to detect these changes and update the historical MMR archives with new MIDs to replace the out dated MIDs....,
660,Atlanta+GA,"Associate, Data Scientist/Statistics - Financial Services",KPMG,"Atlanta, GA 30338","Machine learning, data visualization, statistical modeling, data mining, or information retrieval *. KPMG is currently seeking an Associates, to join our...",
661,Atlanta+GA,Statistical Analyst,Equifax,"Atlanta, GA","Function - Data and Analytics. Experience with SAS, R, SQL, or Python in a Hadoop environment. Integrate diverse data sources into solutions, specifically...",
662,Atlanta+GA,"Senior- Advanced Analytics, Data Engineering & BI",AT&T,"Atlanta, GA","Working closely with data scientists, product managers, network engineers, and senior leadership, you will apply visual/advanced analytics to assemble data sets...",
663,Atlanta+GA,Data Scientist / Analyst,Perspective Talent LLC,"Atlanta, GA 30301",4+ years of relevant experience in Business Analytics / Data Analytics. Data Scientist / Analyst*. Work with clients to understand their business problems and...,
664,Atlanta+GA,"Data Scientist, NGA Explorer Program",National Security Agency,"Atlanta, GA","Working as a part of a team of geographically distributed data professionals, including data engineers, data analysts, data stewards, and fellow data scientists...",
665,Atlanta+GA,Data Scientist,Systematrix Solutions,"Atlanta, GA","Coursework in AI, machine learning, data science, social network analysis, etc. Expertise in data visualization....",
666,Atlanta+GA,Senior Data Scientist,Honeywell,"Atlanta, GA 30308","The system will ingest machine data from various aircraft systems, maintenance and other operations data including unstructured data, use machine learning and...",
667,Atlanta+GA,"Data Scientist, NGA Explorer Program",National Security Agency,"Atlanta, GA","Working as a part of a team of geographically distributed data professionals, including data engineers, data analysts, data stewards, and fellow data scientists...",
668,Atlanta+GA,Applied Scientist,Amazon.com,"Atlanta, GA","Successful Research Scientists within this group are innovators who move fast, have an unrelenting tenacity to get things done, and are capable of breaking down...",
669,Atlanta+GA,Data Engineer,MessageGears,"Atlanta, GA","The Data Engineer will support the data needs of software developers, database architects, data scientists, customer support staff, and operations engineers....",
670,Atlanta+GA,Tech Summer 2018 Intern - Machine Learning,Turner,"Atlanta, GA 30319","Solid Machine Learning background and familiar with standard speech and machine learning techniques. Strong scientific programming in Python, R, or Matlab;...",
671,Atlanta+GA,Data Scientist - New Ventures Campus,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)","As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",
672,Atlanta+GA,Data Scientist,AT&T,"Alpharetta, GA","Data Analytics, Machine Learning or Business Analyst nanodegree; Lead research in emerging areas of Artificial Intelligence, adaptations of neural networks, and...",
673,Atlanta+GA,Analytics Specialist- Operations Analysis & Performance Data Science,Delta Air Lines,"Atlanta, GA","The ideal candidate will have proven experience in data model building, optimization, machine learning techniques and other analytics solution building....",
674,Atlanta+GA,Tech Summer 2018 Intern - TDC Consumer Analytics Data Scientist,Turner,"Atlanta, GA 30319","Turner Data Cloud, Consumer Analytics Team develops and executes consumer level analytical solutions enabled by Turner Data Cloud data....",
675,Atlanta+GA,Data Scientist,Numentica LLC,"Kennesaw, GA","Analyze and model structured data and implement algorithms to support analysis using advanced statistical and mathematical methods from statistics, machine...",
676,Atlanta+GA,Data Scientist,Scientific Games,"Alpharetta, GA","Apply machine learning and data mining techniques to identify growth opportunities. An in-depth understanding of data manipulation, database management systems,...",
677,Atlanta+GA,"VP, Statistical Quantitative Analyst - Credit Risk",SunTrust,"Atlanta, GA","Provides independent reporting, analytics, and forecasting on Consumer portfolio credit risk, delinquency and loss trends •Collects and prepares data for...",
678,Atlanta+GA,Data Scientist / Analyst,Perspective Talent LLC,"Atlanta, GA 30301",4+ years of relevant experience in Business Analytics / Data Analytics. Data Scientist / Analyst*. Work with clients to understand their business problems and...,
679,Atlanta+GA,Senior Software Developer / Data Scientist,ADP,"Alpharetta, GA","Experience working with large amounts of real data with SQL, R, Python or other statistical packages. At ADP, the world's largest B2B cloud company, our...",
680,Atlanta+GA,Data Scientist,Systematrix Solutions,"Atlanta, GA","Coursework in AI, machine learning, data science, social network analysis, etc. Expertise in data visualization....",
681,Atlanta+GA,Senior Data Scientist,Honeywell,"Atlanta, GA 30308","The system will ingest machine data from various aircraft systems, maintenance and other operations data including unstructured data, use machine learning and...",
682,Atlanta+GA,"Data Scientist, NGA Explorer Program",National Security Agency,"Atlanta, GA","Working as a part of a team of geographically distributed data professionals, including data engineers, data analysts, data stewards, and fellow data scientists...",
683,Atlanta+GA,Data Scientist,Numentica LLC,"Kennesaw, GA","Analyze and model structured data and implement algorithms to support analysis using advanced statistical and mathematical methods from statistics, machine...",
684,Atlanta+GA,Data Scientist,Scientific Games,"Alpharetta, GA","Apply machine learning and data mining techniques to identify growth opportunities. An in-depth understanding of data manipulation, database management systems,...",
685,Atlanta+GA,"VP, Statistical Quantitative Analyst - Credit Risk",SunTrust,"Atlanta, GA","Provides independent reporting, analytics, and forecasting on Consumer portfolio credit risk, delinquency and loss trends •Collects and prepares data for...",
686,Atlanta+GA,Quantitative Analyst Intern,SunTrust,"Atlanta, GA","The Data Analytics Graduate Program provides college students with an opportunity to sharpen their leadership, technical, and business skills through a 10-week...",
687,Atlanta+GA,Senior Advanced Data Scientist,Honeywell,"Atlanta, GA 30308 (Old Fourth Ward area)","Master’s degree or in Computer Science, Applied Mathematics, OR, Engineering or related field Minimum of 3 years of Machine Learning/Data Science experience...",
688,Atlanta+GA,Machine Learning Cloud Consultant,Google,"Atlanta, GA",Experience in a statistical programming language like R or Python and applied machine learning techniques (i.e....,
689,Atlanta+GA,Senior Data Scientist,Turner,"Atlanta, GA 30319",Deep knowledge of a variety of statistical data mining methods including:. We are looking for a talented data scientist to join the CNN Research & Analytics...,
690,Atlanta+GA,"Business Analyst, People Analytics & Measurement",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)","The team is a collection of over twenty analysts and data scientists. You will work collaboratively with clients, orchestrating a diverse team of stakeholders...",
691,Atlanta+GA,Computer Vision and Machine Learning Engineer,Airbus Aerial,"Atlanta, GA 30308 (Old Fourth Ward area)","1+ years of machine learning using deep neural networks and associated libraries (Keras + TensorFlow, and other deep learning frameworks....",
692,Atlanta+GA,Senior Quantitative Finance Analyst,Bank of America,"Atlanta, GA 30308 (Old Fourth Ward area)",The qualified candidate will work cross-functionally to enforce current model risk control procedures and apply his experience and skills to subject the models...,
693,Atlanta+GA,Data Scientist / Analyst,Perspective Talent LLC,"Atlanta, GA 30301",4+ years of relevant experience in Business Analytics / Data Analytics. Data Scientist / Analyst*. Work with clients to understand their business problems and...,
694,Atlanta+GA,Senior Software Developer / Data Scientist,ADP,"Alpharetta, GA","Experience working with large amounts of real data with SQL, R, Python or other statistical packages. At ADP, the world's largest B2B cloud company, our...",
695,Atlanta+GA,Data Scientist,Systematrix Solutions,"Atlanta, GA","Coursework in AI, machine learning, data science, social network analysis, etc. Expertise in data visualization....",
696,Atlanta+GA,Senior Software Developer / Data Scientist,ADP,"Alpharetta, GA","Experience working with large amounts of real data with SQL, R, Python or other statistical packages. At ADP, the world's largest B2B cloud company, our...",
697,Atlanta+GA,Data Scientist / Analyst,Perspective Talent LLC,"Atlanta, GA 30301",4+ years of relevant experience in Business Analytics / Data Analytics. Data Scientist / Analyst*. Work with clients to understand their business problems and...,
698,Atlanta+GA,Data Scientist,Systematrix Solutions,"Atlanta, GA","Coursework in AI, machine learning, data science, social network analysis, etc. Expertise in data visualization....",
699,Atlanta+GA,Artificial Intelligence /Machine Learning Engineer,Stanley Black & Decker,"Atlanta, GA 30309 (Midtown area)",Interested in applying your Machine Learning knowledge to real world problems instead of finding new ways to sort sales data?...,
700,Atlanta+GA,Summer 2018 Data Scientist/Machine Learning Internship,Norfolk Southern Corp,"Atlanta, GA 30309 (Midtown area)","As a Data Scientist/Machine Learning Intern, you will be working with a team of Data Science professionals who apply various cutting edge machine learning and...",
701,Atlanta+GA,Data Science Systems Engineer,UnitedHealth Group,"Atlanta, GA","The role will work closely with Data Scientists, System Administrators and Data Architects to ensure the platform meets business demands....",
702,Atlanta+GA,"Data Science Intern – Duluth, GA",WestRock,"Duluth, GA","The intern will work with data scientists and business users to develop advanced analytics solutions. Strong proficency in statistical modeling, machine...",
703,Atlanta+GA,Scientific Data Analyst,ICF,"Atlanta, GA","ICF is growing and we’re currently seeking a Scientific Data Analyst for our public health business in Atlanta, GA....",
704,Atlanta+GA,Data Scientist Senior Consultant,Capgemini,"Atlanta, GA","If you are passionate about solving problems in the realm of cognitive computing, big data, and machine learning while utilizing business acumen, statistical...",
705,Atlanta+GA,Senior Quantitative Analyst,Invesco,"Atlanta, GA 30309 (Midtown area)",Interacts with other Invesco quant groups for insights and potential synergies across groups. Ability to gather and interpret market data from various sources...,
706,Atlanta+GA,Data Visualization Software Engineer,KPMG,"Atlanta, GA 30338","Utilize analytics to explore data, and identify key trends and insights from multi-faceted, and high-dimensional data, and work with data scientists to create...",
707,Atlanta+GA,"Data Scientist, Keying and Linking",Equifax,"Alpharetta, GA","Minimum 4+ years of working experience in analytics, data mining, data visualization, and/or predictive modeling....",
708,Atlanta+GA,"Data Scientist, NGA Explorer Program",National Geospatial-Intelligence Agency,"Atlanta, GA","Working as a part of a team of geographically distributed data professionals, including data engineers, data analysts, data stewards, and fellow data scientists...",
709,Atlanta+GA,"IT Software Developer, NGA Explorer Program",National Geospatial-Intelligence Agency,"Atlanta, GA","Proven experience in Python, R, Java, and other similar languages, as applied to programming access and manipulation of data;...",
710,Atlanta+GA,"Data Scientist, NGA Explorer Program",National Security Agency,"Atlanta, GA","Working as a part of a team of geographically distributed data professionals, including data engineers, data analysts, data stewards, and fellow data scientists...",
711,Atlanta+GA,Senior Data Scientist,Honeywell,"Atlanta, GA 30308","The system will ingest machine data from various aircraft systems, maintenance and other operations data including unstructured data, use machine learning and...",
712,Atlanta+GA,Senior Data Scientist,Honeywell,"Atlanta, GA 30308","The system will ingest machine data from various aircraft systems, maintenance and other operations data including unstructured data, use machine learning and...",
713,Atlanta+GA,"Data Scientist, NGA Explorer Program",National Security Agency,"Atlanta, GA","Working as a part of a team of geographically distributed data professionals, including data engineers, data analysts, data stewards, and fellow data scientists...",
714,Atlanta+GA,"Data Scientist, NGA Explorer Program",National Geospatial-Intelligence Agency,"Atlanta, GA","Working as a part of a team of geographically distributed data professionals, including data engineers, data analysts, data stewards, and fellow data scientists...",
715,Atlanta+GA,Data Visualization Software Engineer,KPMG,"Atlanta, GA 30338","Utilize analytics to explore data, and identify key trends and insights from multi-faceted, and high-dimensional data, and work with data scientists to create...",
716,Atlanta+GA,"Data Science Intern – Duluth, GA",WestRock,"Duluth, GA","The intern will work with data scientists and business users to develop advanced analytics solutions. Strong proficency in statistical modeling, machine...",
717,Atlanta+GA,"Data Scientist, Keying and Linking",Equifax,"Alpharetta, GA","Minimum 4+ years of working experience in analytics, data mining, data visualization, and/or predictive modeling....",
718,Atlanta+GA,Research Scientist,PreVisor,"Atlanta, GA","Serve as an internal subject matter expert, providing support to team members on solutions, especially related to the development and validation of assessment...",
719,Atlanta+GA,"Junior Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)","As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",
720,Atlanta+GA,Data Scientist Intern - New Ventures Campus,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)","As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",
721,Atlanta+GA,"Data Scientist (PYTHON, HADOOP)",SoftVision - TAMS,"Johns Creek, GA","5-7 years of Data Modeling and Machine Learning Experience. 3 -5 years of experience in advanced statistical techniques such as predictive statistical models,...",
722,Atlanta+GA,Data Analytics Research Intern,Lockheed Martin,"Kennesaw, GA 30144","Exposure to advanced Informatics-relevant technologies such as Data Science, Artificial Intelligence, Machine Learning, Data Analytics, -Computational...",
723,Atlanta+GA,Statistician,Epsilon,"Atlanta, GA 30346","Apply basic analytical techniques to explore raw data, identify data issues, and QA/QC data and analysis output to ensure accuracy....",
724,Atlanta+GA,Data Scientist / Analyst,Perspective Talent LLC,"Atlanta, GA 30301",4+ years of relevant experience in Business Analytics / Data Analytics. Data Scientist / Analyst*. Work with clients to understand their business problems and...,
725,Atlanta+GA,Senior Software Developer / Data Scientist,ADP,"Alpharetta, GA","Experience working with large amounts of real data with SQL, R, Python or other statistical packages. At ADP, the world's largest B2B cloud company, our...",
726,Atlanta+GA,Data Scientist,Systematrix Solutions,"Atlanta, GA","Coursework in AI, machine learning, data science, social network analysis, etc. Expertise in data visualization....",
727,Atlanta+GA,Senior Data Scientist,Honeywell,"Atlanta, GA 30308","The system will ingest machine data from various aircraft systems, maintenance and other operations data including unstructured data, use machine learning and...",
728,Atlanta+GA,Data Scientist / Analyst,Perspective Talent LLC,"Atlanta, GA 30301",4+ years of relevant experience in Business Analytics / Data Analytics. Data Scientist / Analyst*. Work with clients to understand their business problems and...,
729,Atlanta+GA,Corporate Investment Quantitative Finance Analyst,Bank of America,"Atlanta, GA 30308 (Old Fourth Ward area)","Expertise in data tools, language and products used for data manipulation, data warehousing using one of these products/languages:....",
730,Atlanta+GA,"Sr Associate, Data Scientist",KPMG,"Atlanta, GA 30338","Machine learning, data visualization, statistical modeling, data mining, or information retrieval *. KPMG is currently seeking a Data Scientist, to join our...",
731,Atlanta+GA,"Senior Data Scientist, Data Driven Marketing",Equifax,"Atlanta, GA",Equifax has a new career opportunity for a Senior Data Scientist in our Data Driven Marketing analytics team. Function - Data and Analytics....,
732,Atlanta+GA,Data Engineer Intern (Summer 2018),Cox Automotive,"Atlanta, GA",This platform will serve as a foundation for new products and services and enable other engineers and data scientists in solving real world data problems....,
733,Atlanta+GA,"Data Scientist, NGA Explorer Program",National Security Agency,"Atlanta, GA","Working as a part of a team of geographically distributed data professionals, including data engineers, data analysts, data stewards, and fellow data scientists...",
734,Atlanta+GA,Quantitative Analyst,Bank of America,"Kennesaw, GA 30144","Quantitative analyst experience, including skills like data mining and statistics. Analyzes portfolio trends, concerning risk, loss trends, marketing...",
735,Atlanta+GA,Supervisory Survey Statistician,Department of Commerce - Atlanta Regional Office,"Atlanta, GA",Manage data collection to ensure training and observation programs are utilized to foster quality data collection techniques....,
736,Atlanta+GA,"Advanced Analytics Expert - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)","As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",
737,Atlanta+GA,"Analyst, Research",Turner,"Atlanta, GA 30319",The Research Analyst for TBS will work closely with a team of strategic research & insights professionals who partner closely with the network on program...,
738,Atlanta+GA,Machine Learning Engineer,Macy's,"Johns Creek, GA","At Macy’s Technology, we use Machine Learning to wow our customers during the various stages of her shopping experience – product recommendations, search...",
739,Atlanta+GA,"Data Scientist, NGA Explorer Program",National Security Agency,"Atlanta, GA","Working as a part of a team of geographically distributed data professionals, including data engineers, data analysts, data stewards, and fellow data scientists...",
740,Atlanta+GA,Senior Software Developer / Data Scientist,ADP,"Alpharetta, GA","Experience working with large amounts of real data with SQL, R, Python or other statistical packages. At ADP, the world's largest B2B cloud company, our...",
741,Atlanta+GA,Data Scientist,Systematrix Solutions,"Atlanta, GA","Coursework in AI, machine learning, data science, social network analysis, etc. Expertise in data visualization....",
742,Atlanta+GA,Data Scientist,Systematrix Solutions,"Atlanta, GA","Coursework in AI, machine learning, data science, social network analysis, etc. Expertise in data visualization....",
743,Atlanta+GA,"Data Scientist, NGA Explorer Program",National Security Agency,"Atlanta, GA","Working as a part of a team of geographically distributed data professionals, including data engineers, data analysts, data stewards, and fellow data scientists...",
744,Atlanta+GA,Statistician Intern,AllianceData,"Atlanta, GA","Apply basic analytical techniques to explore raw data, identify data issues, and QA/QC data and analysis output to ensure accuracy....",
745,Atlanta+GA,Data Management/Analysis Fellowship,Oak Ridge Associated Universities,"Atlanta, GA","Interest in clinical epidemiology and public health research is desired. The ME/CFS program houses various types of data including surveillance, clinical...",
746,Atlanta+GA,Viral Hepatitis Statistical Analysis,Oak Ridge Associated Universities,"Atlanta, GA","Currently the Branch is leading the development of statistical approaches and methods to monitor the impact of national recommendations, clinical interventions,...",
747,Atlanta+GA,DATA ANALYST SUPPLY CHAIN,The Home Depot,"Atlanta, GA",Operates under the supervision and mentorship of more experienced managers and data scientists. Prior direct experience in analyzing the relevant subject matter...,
748,Atlanta+GA,Research Analyst,"Epiq Systems, Inc.","Atlanta, GA","Pursuant to relevant law, where applicable, Epiq will consider for employment qualified applicants with arrest and conviction records....",
749,Atlanta+GA,Principal - Data Scientist CPRD Sector Lead,Capgemini,"Atlanta, GA","If you are passionate about solving problems in the realm of cognitive computing, big data, and machine learning while utilizing business acumen, statistical...",
750,Atlanta+GA,"Data Engineer - GC Insights, New Ventures",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)","As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",
751,Atlanta+GA,Decision Science Analyst Intern (Summer 2018),Cox Automotive,"Atlanta, GA","The role will work closely with business stakeholders as a subject matter expert to assist them with analytics strategy and developing relevant, accurate and...",
752,Atlanta+GA,Data Engineer,Hearst Auto,"Chamblee, GA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader....,
753,Atlanta+GA,Software Engineer- Data Connect,Patientco,"Atlanta, GA 30305 (Buckhead area)",We believe patients and health systems deserve better than the status quo. Good understanding of Data Structures and database concepts....,
754,Atlanta+GA,Data Scientist / Analyst,Perspective Talent LLC,"Atlanta, GA 30301",4+ years of relevant experience in Business Analytics / Data Analytics. Data Scientist / Analyst*. Work with clients to understand their business problems and...,
755,Atlanta+GA,Senior Software Developer / Data Scientist,ADP,"Alpharetta, GA","Experience working with large amounts of real data with SQL, R, Python or other statistical packages. At ADP, the world's largest B2B cloud company, our...",
756,Atlanta+GA,Senior Data Scientist,Honeywell,"Atlanta, GA 30308","The system will ingest machine data from various aircraft systems, maintenance and other operations data including unstructured data, use machine learning and...",
757,Atlanta+GA,Senior Data Scientist,Honeywell,"Atlanta, GA 30308","The system will ingest machine data from various aircraft systems, maintenance and other operations data including unstructured data, use machine learning and...",
758,Atlanta+GA,"Data Scientist, NGA Explorer Program",National Security Agency,"Atlanta, GA","Working as a part of a team of geographically distributed data professionals, including data engineers, data analysts, data stewards, and fellow data scientists...",
759,Atlanta+GA,Assistant Professor -TT - Signal Processing & Machine Learning,Emory University,"Atlanta, GA","The clinical informatics group fosters collaborative projects between software systems researchers and scientific research groups, and between clinical...",
760,Atlanta+GA,Data Engineer Intern - New Ventures Campus,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)","As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",
761,Atlanta+GA,Market Research Analyst,Kantar Millward Brown,"Atlanta, GA","Our client management team is seeking an insights pro to partner across teams to translate data into compelling stories, manage account project activities, and...",
762,Atlanta+GA,"Data Analyst - Atlanta, GA #11433",Stellargy Services LLC,"Atlanta, GA","Strong oral and written communication skills, as the core duties require regular interaction, both direct and in writing, with staff epidemiologists, health...",
763,Atlanta+GA,Statistician Intern,Epsilon,"Atlanta, GA 30346","Apply basic analytical techniques to explore raw data, identify data issues, and QA/QC data and analysis output to ensure accuracy....",
764,Atlanta+GA,Sr. Associate Sponsored Research Analyst,Emory University,"Atlanta, GA","Bachelor's degree in business management, applied science or a related field and three years of related experience....",
765,Atlanta+GA,Data Science Instructor,General Assembly,"Atlanta, GA","You are on top of industry trends in big data, machine learning, deep learning, and AI. Our Data Science Immersive course empowers students with both the skills...",
766,Atlanta+GA,Staff Data Engineer,General Electric,"Atlanta, GA 30319","The Lead Data Engineer will work with the team to create state-of-the-art data and analytics driven solutions, working across GE to drive business analytics to...",
767,Atlanta+GA,"Sr. Statistical Specialist, Cross-Sell Marketing",AT&T,"Atlanta, GA","Access, reconcile and consolidate subscriber data from large disparate data sets to drive cross functional insights on cross-selling progress....",
768,Atlanta+GA,Statistical Modeler,Risk Solutions,"Alpharetta, GA","With over 40 years of expertise, we are the trusted data analytics provider for organizations seeking actionable insights to manage risks and improve results...",
769,Atlanta+GA,Data Scientist / Analyst,Perspective Talent LLC,"Atlanta, GA 30301",4+ years of relevant experience in Business Analytics / Data Analytics. Data Scientist / Analyst*. Work with clients to understand their business problems and...,
770,Atlanta+GA,Senior Software Developer / Data Scientist,ADP,"Alpharetta, GA","Experience working with large amounts of real data with SQL, R, Python or other statistical packages. At ADP, the world's largest B2B cloud company, our...",
771,Atlanta+GA,Data Scientist,Systematrix Solutions,"Atlanta, GA","Coursework in AI, machine learning, data science, social network analysis, etc. Expertise in data visualization....",
772,Boston+MA,Senior Data Scientist,Luminoso,"Cambridge, MA","Senior Data Scientist (Machine Learning, NLP, Scikit)*. Experience in some area of Machine Learning. MS Degree in Computer Science, Machine Learning, Statistics...",
773,Boston+MA,Quantitative Credit Risk Analyst,Citizens Bank,"Boston, MA 02298",Draw data from source systems and maintain data sets using advance statistical/modeling tools. At least 5 years of experience in commercial/wholesale banking...,
774,Boston+MA,Machine Learning Scientist,Philips Lighting,"Cambridge, MA","In-depth technical knowledge of AI, deep learning, and machine learning algorithms with proven experience, including strong knowledge of the mathematical...",
775,Boston+MA,Applied Machine Learning Scientist,Philips Lighting,"Cambridge, MA","Applied Machine Learning Scientist. Strong knowledge of AI, deep learning, and machine learning algorithms with proven experience, including strong knowledge of...",
776,Boston+MA,Data Scientist,UniBit Inc.,"Boston, MA","As Data Scientist, you will work closely with our Web Development Team and . Understanding of algorithms and data structures....",
777,Boston+MA,Data Scientist,Amazon.com,"Boston, MA","Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation,...",
778,Boston+MA,Data Scientist,LifeScore Labs / MassMutual,"Boston, MA","As a Data Scientist at LifeScore you will become an expert in our flagship algorithm, LifeScore360, and play a vital role in conceptualizing new algorithms,...",
779,Boston+MA,Data Scientist,Hometap,"Cambridge, MA 02138 (West Cambridge area)",This driven data scientist will have the opportunity to work with our experienced VP of Data Science & Analytics to build the data platform from the ground...,
780,Boston+MA,2018 Internship Program - Data Science,"Press Ganey Associates, Inc.","Boston, MA","We are looking for data geeks (statisticians, data scientists, economists, etc.). Intermediate to advanced proficiency with SQL, SAS, R, STATA or other high...",
781,Boston+MA,Geospatial Data Scientist,Mapdwell LLC,"Boston, MA 02129 (Fenway-Kenmore area)",Mapdwell is looking for a talented Data Scientist to join our team and build powerful information experiences around energy and sustainability....,
782,Boston+MA,Data Scientist,Saylent Technologies Inc,"Boston, MA 02116 (South End area)","Data mining, manipulation, analysis, charting and other visualization and reporting tools. Do you have interest in developing and applying quantitative...",
783,Boston+MA,Data Scientist - All Levels,BitSight,"Cambridge, MA","Due to rapid expansion in the cyber security ratings industry, relevant use cases, and data, we are recruiting a data scientist to join our data science team....",
784,Boston+MA,Data Scientist / Machine Learning,Nift,"Boston, MA","Lead and guide data engineers in comparing the performance of different machine learning methods, such as kernel methods, XGBoost, regularized regression, and...",
785,Boston+MA,Data Engineer / Data Scientist,Clora,"Cambridge, MA","Build and maintain data pipelines, to clean and process platform data. Experience working in a continuous development pipeline that uses Jira, GitHub, CircleCI,...",
786,Boston+MA,"Scientist, Cochlear Anatomy and Physiology","Akouos, Inc","Boston, MA 02111","Prepare and analyze data, participate in weekly scientific meetings, and communicate procedures and results....",
787,Boston+MA,Data Scientist,PILLAR BIOSCIENCES INC.,"Natick, MA",Many of the algorithm developments require novel use of data by applying current and emerging machine learning techniques....,
788,Boston+MA,Data Scientist,PILLAR BIOSCIENCES INC.,"Natick, MA",Many of the algorithm developments require novel use of data by applying current and emerging machine learning techniques....,
789,Boston+MA,Quantitative Credit Risk Analyst,Citizens Bank,"Boston, MA 02298",Draw data from source systems and maintain data sets using advance statistical/modeling tools. At least 5 years of experience in commercial/wholesale banking...,
790,Boston+MA,Machine Learning Scientist,Philips Lighting,"Cambridge, MA","In-depth technical knowledge of AI, deep learning, and machine learning algorithms with proven experience, including strong knowledge of the mathematical...",
791,Boston+MA,Applied Machine Learning Scientist,Philips Lighting,"Cambridge, MA","Applied Machine Learning Scientist. Strong knowledge of AI, deep learning, and machine learning algorithms with proven experience, including strong knowledge of...",
792,Boston+MA,Decision Scientist- Deep Learning,Quantiphi Inc.,"Boston, MA","Creative thinking for leveraging machine learning to build end-to-end intelligent software systems. Sound fundamentals of data structures, algorithms and object...",
793,Boston+MA,Data Scientist,True Fit,"Boston, MA 02109 (Central area)","Experience with statistics, mathematical modeling, and/or machine learning, and experience implementing such methods to tackle real world problems using real...",
794,Boston+MA,Data Scientist,Good&Co,"Boston, MA 02109 (Central area)","Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation,...",
795,Boston+MA,"Data Scientist I, Advanced Modeling and Analytics (AMA)",Biogen,"Cambridge, MA","Activities could include extracting insights from Biogen’s clinical and pre-clinical data, changing the management of disease from episodic to continuous using...",
796,Boston+MA,Data Scientist - Fintech/Business Services,Toast,"Boston, MA","As a data scientist, you will partner with product teams as a critical contributor to the development of new strategic fintech initiatives and derive actionable...",
797,Boston+MA,Data Scientist,Manulife,"Boston, MA 02212 (Central area)","Peer review other Data scientists work. Coach & provide guidance to Data Scientists & Data Analysts. This position will provide analytics thought leadership,...",
798,Boston+MA,Data Scientist,Blue Cross Blue Shield of Massachusetts,"Boston, MA","An understanding of key topics and literature in health care, data science, and applied analytics. Demonstrable knowledge of, and practical experience applying...",
799,Boston+MA,Data Scientist,MFS Investment Management,"Boston, MA","Data Scientists are expected to deliver unique data driven solutions, providing insights to key stakeholders that improve business outcomes....",
800,Boston+MA,Data Scientist,MassMutual,"Boston, MA 02298 (Central area)","As a Data Scientist at LifeScore you will become an expert in our flagship algorithm, LifeScore360, and play a vital role in conceptualizing new algorithms,...",
801,Boston+MA,Data Scientist,Homesite Insurance,"Boston, MA",Collaborate with data scientists to analyze data and build machine learning models. O Serve as subject matter expert to research and identify products in the...,
802,Boston+MA,"Scientist, Cochlear Anatomy and Physiology","Akouos, Inc","Boston, MA 02111","Prepare and analyze data, participate in weekly scientific meetings, and communicate procedures and results....",
